TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
SOX11	PSMB9	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
SOX11	PSME1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
SOX11	SQSTM1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
SOX4	SFTPC	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
SOX4	SLC7A8	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
SOX5	CLIC3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
SOX5	LGALS3BP	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
SOX5	S100A9	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
SOX9	COBL	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
SOX9	CYP4B1	0.26885	50.06	0.056	rgb(218,206,207)	1.9881	None
SOX9	FLRT3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
SOX9	MITD1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
SOX9	S100A9	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
SOX9	VWA3A	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
SOX9	ZFP36L1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT1	ANGPTL4	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
STAT1	ANXA1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
STAT1	AQP4	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
STAT1	ATF3	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
STAT1	CCL2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
STAT1	MPST	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
STAT1	MYL9	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
STAT1	PDCD5	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT1	PPP1R1A	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
STAT1	SEC24D	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT1	TNIP3	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
STAT1	ZFP36	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT3	CD81	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
STAT3	FOSL2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT3	GADD45B	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT3	WFDC2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
STAT5A	ACTG1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
STAT5A	ATP1B1	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
STAT5A	BST2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT5A	CCT4	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	None
STAT5A	CD36	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT5A	CP	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
STAT5A	HSP90AB1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
STAT5A	ITGA6	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT5A	LAMP3	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
STAT5A	MET	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT5A	MMP7	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
STAT5A	NTN4	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
STAT5A	PDIA5	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
STAT5A	PSMB8	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT5A	SDCBP	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
STAT5A	SLC34A2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
STAT5A	SLC39A8	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
STAT5A	SQSTM1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
STAT5A	TMED10	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
TBX5	AQP5	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TBX5	CAT	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TBX5	CD63	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TBX5	CLIC3	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
TBX5	ENSMMUG00000041076	-0.26885	50.06	-6.0E-02	rgb(204,209,219)	1.9881	2,2
TBX5	HOPX	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
TBX5	ID2	-0.26885	50.06	-5.5E-02	rgb(205,210,219)	1.9881	2,2
TBX5	LAMP3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TBX5	MYL9	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
TBX5	PLA2G1B	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TBX5	PSME1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TBX5	RPS5	0.26885	50.06	0.056	rgb(218,206,207)	1.9881	None
TBX5	S100A10	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
TBX5	S100A9	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
TBX5	SPOCK2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
TBX5	TP53BP2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TBX5	VARS2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TBX5	WFDC2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
TBX5	ZFP36	-0.26885	50.06	-5.7E-02	rgb(205,210,219)	1.9881	2,2
TBX6	ABCC3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
TBX6	NPR1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TCF4	EGR1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
TCF4	LMAN1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
TCF4	RGL2	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
TCF4	SCEL	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
TCF4	SDCBP	-0.26885	50.06	-6.5E-02	rgb(203,208,219)	1.9881	2,2
TCF7L1	DNAJA4	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
TCF7L1	HSPA5	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TERF2	CPM	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	None
TERF2	ERN1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TERF2	MGAT1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
TFAP4	AGER	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
TFAP4	ANXA2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TFAP4	ANXA3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TFAP4	CD63	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TFAP4	CLDN18	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TFAP4	COL4A1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
TFAP4	COL4A2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
TFAP4	COL4A3	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
TFAP4	CRHBP	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TFAP4	GSN	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
TFAP4	ID2	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
TFAP4	ID4	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
TFAP4	MAP3K8	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
TGIF2	HSPA5	-0.26885	50.06	-6.5E-02	rgb(203,208,219)	1.9881	2,2
TIGD6	CCBE1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
TIGD6	MMP7	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
TOPORS	ENSMMUG00000002676	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
TOPORS	FTL	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
TOPORS	METTL9	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
TOPORS	RPL7A	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
TOPORS	SFTPD	-0.26885	50.06	-6.0E-02	rgb(204,209,219)	1.9881	2,2
TOPORS	TUBA1C	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
TP53	ACP5	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
TP53	ATF3	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
TP53	CAPN2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TP53	CKAP4	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TP53	CRK	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
TP53	CTSH	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TP53	HSPB1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TP53	PLA2G1B	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
TP53	PTP4A1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
TP53	RPL7A	-0.26885	50.06	-5.7E-02	rgb(205,210,219)	1.9881	2,2
TP53	TKT	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TP53	TSPAN14	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
TP63	ARRDC2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TP63	BCL10	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
TP63	IFI27	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
TP63	NFKB1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TP63	PSMB9	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
TP63	SAMD9L	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TP63	TAGLN	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
TP63	TMED2	-0.26885	50.06	-5.7E-02	rgb(205,209,219)	1.9881	2,2
TP63	TOMM40	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
TP63	ZNF503	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
VDR	APOD	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
VDR	HPGD	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
VDR	SYT8	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
XPA	MMP7	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
XPA	RGS16	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
XPA	RUNX1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
XPA	STARD4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YBX3	AQP5	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
YBX3	CMTM8	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
YBX3	CTSB	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
YBX3	EFEMP1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
YBX3	FRAS1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
YBX3	MARCKSL1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
YBX3	PDE4B	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
YBX3	PEAK1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YBX3	SH3BP5	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YBX3	SLC39A4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YY1	ABR	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
YY1	ACSL4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YY1	BMP3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
YY1	PID1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
YY1	PTP4A3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
YY1	SEC13	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YY1	SLC13A2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
YY1	TRIM2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
YY1	VIM	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
YY2	ANKRD37	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
YY2	ENSMMUG00000009157	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
YY2	ENSMMUG00000009341	-0.26885	50.06	-6.0E-02	rgb(204,209,219)	1.9881	2,2
YY2	IGF2	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
YY2	MMP15	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
YY2	MYO1B	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
YY2	POLR1C	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
YY2	SLC16A3	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
YY2	TRIM2	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZBTB1	ABR	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZBTB11	CTSH	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZBTB11	FZD5	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB11	LGI3	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZBTB12	ENSMMUG00000013446	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	2,2
ZBTB12	FAM89A	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB12	HOOK1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB12	KIF21A	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB12	LIMS2	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZBTB12	PDGFA	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB12	PTN	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZBTB12	RARB	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZBTB12	SFTPD	-0.26885	50.06	-5.5E-02	rgb(205,210,219)	1.9881	2,2
ZBTB12	SLC38A5	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB12	SPOCK2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZBTB16	CDK6	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB16	DAPK2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZBTB16	HSPB8	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZBTB16	LGALS3BP	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZBTB16	SMYD4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZBTB16	SPOCK2	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZBTB16	WFDC2	-0.26885	50.06	-5.8E-02	rgb(205,209,219)	1.9881	2,2
ZBTB2	ABCD3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB2	AKAP1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB2	EBNA1BP2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZBTB2	FAM107B	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB2	FRAS1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZBTB2	HBEGF	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZBTB2	NEDD9	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZBTB2	NRGN	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZBTB2	PABPC4	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZBTB2	RAB10	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZBTB2	RBBP6	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZBTB2	SERPING1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZBTB2	TSC22D3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB20	CRELD2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZBTB20	HSPA5	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZBTB20	PDIA6	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZBTB20	RPN2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZBTB20	SLC39A8	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	2,2
ZBTB22	ATP1A1	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
ZBTB3	ATP13A3	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZBTB3	CHI3L2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB3	CNBP	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZBTB3	MAST4	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZBTB3	NPR1	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZBTB3	PKHD1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB3	SULT1A3	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZBTB3	TNNT1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB3	VASN	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZBTB32	HSPA5	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZBTB32	SERPINB8	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZBTB37	CDC42EP4	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZBTB37	MANF	-0.26885	50.06	-6.3E-02	rgb(203,209,219)	1.9881	2,2
ZBTB37	METRNL	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZBTB37	PDE5A	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZBTB37	RAMP2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZBTB43	ABCA3	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZBTB43	CP	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZBTB43	ENSMMUG00000000729	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZBTB43	ITM2A	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
ZBTB43	MMP7	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZBTB43	PIGR	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZBTB43	VIM	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZBTB48	ARC	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZBTB48	ATP1A1	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
ZBTB48	CTSH	-0.26885	50.06	-5.5E-02	rgb(205,210,219)	1.9881	2,2
ZBTB48	ENSMMUG00000000729	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
ZBTB48	ENSMMUG00000002320	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	2,2
ZBTB48	ENSMMUG00000043492	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
ZBTB48	FAM46B	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZBTB48	HBEGF	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZBTB48	HSP90B1	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
ZBTB48	IKBKE	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZBTB48	RNF213	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
ZBTB48	SERTAD3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZBTB48	SS18L2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZBTB48	TRIB1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZBTB7C	ARFGAP3	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZBTB7C	DBN1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZBTB7C	FMN1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB7C	MAFG	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZBTB7C	MFGE8	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZBTB7C	NUB1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZBTB7C	PPIB	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZBTB7C	RAMP2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZEB1	ACSL4	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZEB1	AGER	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZEB1	CD63	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZEB1	CYP4B1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZEB1	ETV5	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZEB1	GOLM1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZEB1	MANF	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZEB1	PDIA3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZEB1	RDX	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZEB1	RPN1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZEB1	RPS5	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZEB1	SEC11C	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZEB1	TKT	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZEB1	TMED10	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZEB2	CCL2	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZEB2	COX5A	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZEB2	EMP2	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZEB2	ID3	-0.26885	50.06	-6.5E-02	rgb(203,208,219)	1.9881	2,2
ZEB2	LGALS3BP	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZEB2	PGC	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZEB2	SFTPA1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZEB2	TAGLN2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFHX4	CCL20	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZFHX4	RPSA	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZFP3	ANGPTL4	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP3	ARPC5L	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZFP3	ENSMMUG00000000422	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZFP3	ENSMMUG00000003867	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZFP3	ENSMMUG00000013237	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZFP3	ENSMMUG00000018010	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZFP3	GRB2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZFP3	POLR2G	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZFP3	RAP1GAP	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFP3	SLC4A4	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZFP69B	AKR1C1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZFP69B	CRELD2	-0.26885	50.06	-5.7E-02	rgb(205,209,219)	1.9881	2,2
ZFP69B	ENSMMUG00000013446	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	2,2
ZFP69B	GNL1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZFP69B	HIVEP2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZFP69B	LAMB1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP69B	NTN4	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZFP69B	NUP62	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZFP69B	PER2	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP69B	TGDS	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP82	ABCA1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFP82	AHNAK	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFP82	AKAP1	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZFP82	CCT4	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZFP82	CDKN2B	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZFP82	CHCHD6	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFP82	COL4A2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZFP82	DPYSL2	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP82	EFR3A	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFP82	ETV1	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZFP82	HEBP1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZFP82	KLF10	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZFP82	KLF11	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZFP82	MET	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP82	PHLDB2	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZFP82	PON2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZFP82	ROR1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZFP82	SEMA6D	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZFP82	TSC22D3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZFP90	COL12A1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZFP92	ENOSF1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZFY	ABCA1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFY	AGER	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZFY	BCAM	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZFY	CLIC5	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZFY	ENSMMUG00000002163	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZFY	ENSMMUG00000041404	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
