TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
ZFY	KRT7	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZFY	LAPTM4B	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZFY	MID2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZFY	PRDX4	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZFY	PSME1	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZFY	RGL2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZFY	SLC34A2	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZFY	STAT3	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZFY	TKT	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZFY	YWHAB	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZIK1	ANXA2	-0.26885	50.06	-6.2E-02	rgb(203,209,219)	1.9881	2,2
ZIK1	AP1M2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZIK1	FTH1	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZIK1	GLIPR2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZIK1	LIMK2	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZIK1	MAGED1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZIK1	PON2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZIK1	PPP1R1A	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZIK1	SCD	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZIM3	ATP13A3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZIM3	COL4A4	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZIM3	CPM	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZIM3	CTSH	-0.26885	50.06	-5.7E-02	rgb(205,210,219)	1.9881	2,2
ZIM3	ENSMMUG00000009117	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZIM3	ENSMMUG00000013446	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZIM3	FBN2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZIM3	GPRC5A	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZIM3	IGFLR1	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
ZIM3	LCN2	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZIM3	PPP1R14C	-0.26885	50.06	-6.2E-02	rgb(203,209,219)	1.9881	2,2
ZIM3	PRSS35	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZIM3	ROR1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZIM3	SERTAD1	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
ZIM3	SFTPD	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
ZIM3	SPOCK2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZIM3	TIFA	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
ZIM3	TMEM155	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZKSCAN2	AKR1C1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZKSCAN2	CALD1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZKSCAN2	COL4A2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZKSCAN2	CPM	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZKSCAN2	ETV5	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZKSCAN2	GLTP	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZKSCAN2	ITGA6	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZKSCAN2	KLF6	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZKSCAN2	PTPRG	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZKSCAN2	SOD2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZKSCAN2	UBL3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZKSCAN3	AHDC1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZKSCAN3	CDC42EP3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZKSCAN3	ENSMMUG00000002676	-0.26885	50.06	-5.7E-02	rgb(205,209,219)	1.9881	2,2
ZKSCAN3	ENSMMUG00000003867	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZKSCAN3	ENSMMUG00000021980	-0.26885	50.06	-5.5E-02	rgb(205,210,219)	1.9881	2,2
ZKSCAN3	GSN	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZKSCAN3	MECOM	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZKSCAN3	SFTPD	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZKSCAN3	TNIP1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZKSCAN3	TSC22D3	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZKSCAN3	ZFP36L1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZKSCAN7	ATP1B1	-0.26885	50.06	-6.2E-02	rgb(204,209,219)	1.9881	2,2
ZKSCAN7	HSPB1	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	2,2
ZKSCAN7	PTN	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZKSCAN7	RAP1GAP	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZKSCAN7	SEMA3E	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZKSCAN7	TGM2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZKSCAN7	TNIP3	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZKSCAN7	ZFAT	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF101	ARF4	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF101	DPP4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF101	FTH1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZNF101	ID1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF101	LRRN1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF101	RAP1GAP	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZNF101	TCEA3	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF114	ANGPTL4	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	ARRDC2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF114	BCL10	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
ZNF114	BMF	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF114	CBX4	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	2,2
ZNF114	CD36	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
ZNF114	CDKN1A	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZNF114	CFAP20	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF114	CFL2	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	2,2
ZNF114	CKB	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF114	COL1A1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF114	CXCL16	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	DNAJA1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	DNAJB4	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF114	ENSMMUG00000000729	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	ENSMMUG00000002163	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF114	ENSMMUG00000002868	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZNF114	ENSMMUG00000009038	-0.26885	50.06	-5.8E-02	rgb(205,209,219)	1.9881	2,2
ZNF114	ENSMMUG00000012843	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF114	ENSMMUG00000030920	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZNF114	ENSMMUG00000040500	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	ENSMMUG00000041670	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
ZNF114	ENSMMUG00000042613	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF114	ENSMMUG00000047584	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF114	FAM46C	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF114	GFPT2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF114	HBEGF	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF114	HSP90AB1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF114	KDELR2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF114	KRT15	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF114	LIF	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF114	LITAF	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
ZNF114	MAMU-B	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZNF114	MAP3K8	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF114	MAPKAPK2	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF114	MMP7	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF114	MUC20	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF114	MYC	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZNF114	NAMPT	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
ZNF114	NFKB2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZNF114	NXT1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZNF114	OLFML3	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF114	OVOL1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF114	PDE7B	-0.26885	50.06	-6.4E-02	rgb(203,209,219)	1.9881	2,2
ZNF114	PHLDA1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	2,2
ZNF114	PIGA	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF114	PSTPIP2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF114	TIPARP	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	2,2
ZNF114	TRIB3	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF114	YBX3	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF12	ENOSF1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF12	FAM46A	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF12	LBH	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF12	MGLL	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF12	MYC	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF12	PHLDA1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF12	PLK2	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZNF12	RDX	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZNF12	SERPINB1	-0.26885	50.06	-5.8E-02	rgb(204,209,219)	1.9881	2,2
ZNF12	SLC39A4	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF12	TULP2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF12	USP51	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF124	CCL20	-0.26885	50.06	-6.2E-02	rgb(204,209,219)	1.9881	2,2
ZNF124	DACT2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF124	IGFBP7	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF124	PTPRG	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF124	YWHAH	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF134	BMP4	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF134	CD63	-0.26885	50.06	-5.7E-02	rgb(205,209,219)	1.9881	2,2
ZNF134	CHCHD7	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF134	COL9A1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF134	ENSMMUG00000004852	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZNF134	ENSMMUG00000009157	-0.26885	50.06	-5.5E-02	rgb(205,210,219)	1.9881	2,2
ZNF134	ENSMMUG00000014786	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF134	FLVCR2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF134	FRMD4A	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	None
ZNF134	FTL	-0.26885	50.06	-6.1E-02	rgb(204,209,219)	1.9881	2,2
ZNF134	MMP15	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF134	RPL7A	-0.26885	50.06	-6.3E-02	rgb(203,209,219)	1.9881	2,2
ZNF134	RPSA	-0.26885	50.06	-6.3E-02	rgb(203,209,219)	1.9881	2,2
ZNF135	CISH	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF135	COTL1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF135	ENSMMUG00000000422	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF135	ENSMMUG00000001054	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	2,2
ZNF135	ENSMMUG00000002676	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZNF135	ENSMMUG00000010029	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZNF135	ENSMMUG00000014888	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF135	ENSMMUG00000018010	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZNF135	FTL	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF135	KRCC1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF135	PARD6B	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF135	PLIN2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF135	RPS9	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	2,2
ZNF135	UBALD2	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZNF146	CPM	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF146	DACT2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF146	DOC2B	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF146	FGD3	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF146	HAS3	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZNF146	MYL7	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF146	PRNP	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF154	SFTPC	-0.26885	50.06	-5.7E-02	rgb(205,210,219)	1.9881	2,2
ZNF157	ALDOC	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF157	CPE	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF157	ENSMMUG00000002676	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
ZNF157	ENSMMUG00000003295	-0.26885	50.06	-6.2E-02	rgb(203,209,219)	1.9881	2,2
ZNF157	LIMS2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF157	PPARA	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF157	RUNX1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF157	SAMHD1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZNF157	UBALD2	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF174	RGS7BP	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF175	AHDC1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF175	COLEC12	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF175	HK1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF175	SERTAD2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF175	SLC4A4	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF175	TM4SF1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF175	UBE2J1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF177	TESC	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF18	AIMP2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF18	CCL20	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	2,2
ZNF18	ENSMMUG00000006353	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZNF18	ENSMMUG00000039375	-0.26885	50.06	-5.9E-02	rgb(204,209,219)	1.9881	2,2
ZNF18	MECOM	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZNF18	PAGE1	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZNF18	PIGA	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF18	RIN2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF19	ENSMMUG00000000422	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	2,2
ZNF19	ENSMMUG00000014888	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF19	GSDMD	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF19	ITM2C	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF197	CNBP	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF197	EBNA1BP2	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF197	EHF	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF197	FOLR1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF197	FRAS1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF197	FRMD4A	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF197	GSTM5	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	2,2
ZNF197	LGALS17C	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	2,2
ZNF197	NRP2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF197	PIGR	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF197	PTP4A3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF197	SCD5	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF197	SLC13A2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF197	SLC4A4	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF197	TGFBR3	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF205	ABCA3	-0.26885	50.06	-5.6E-02	rgb(205,210,219)	1.9881	2,2
ZNF205	BMP3	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZNF205	CAVIN2	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	2,2
ZNF205	COL9A1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF205	ENSMMUG00000003867	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF205	EPN3	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF205	FTH1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	2,2
ZNF205	MX1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZNF205	RAB15	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF205	RAB17	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF205	ROR1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF205	SPARC	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	2,2
ZNF205	TGFBR3	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF205	TMPRSS2	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF205	TPPP3	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF213	FAM162A	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF213	SDF2L1	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF214	BMF	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF214	DOCK8	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF214	EPHA2	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZNF214	IGFBP2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF214	INSIG1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF214	NQO2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF214	NRP2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF214	SLC4A4	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZNF217	CRELD2	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF217	ERG	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF222	AP1M2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF222	CDK6	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF222	COL1A1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF222	COL3A1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF222	MMP2	0.26885	50.06	0.055	rgb(218,206,207)	1.9881	None
ZNF222	NEDD9	-0.26885	50.06	-5.7E-02	rgb(205,210,219)	1.9881	2,2
ZNF222	SBNO2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF236	ELF5	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF248	ENSMMUG00000021980	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF248	RASGEF1B	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF248	RPS4Y2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	2,2
ZNF254	DAPK2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF254	EGR2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF254	ERN1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF254	IGFLR1	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF254	PTP4A3	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF254	RUNX1	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF254	SLC43A3	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF254	SLC9A3R1	0.26885	50.06	0.063	rgb(218,205,205)	1.9881	None
ZNF266	ABR	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF266	MYADM	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF267	C1GALT1	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF267	CAV1	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF267	CFL2	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF267	CSF1	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF267	DNAJB1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF267	DNTTIP1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF267	GPRIN3	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF267	MAPKAPK2	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF267	METTL9	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF267	MSMO1	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF267	MYO1B	0.26885	50.06	0.065	rgb(218,205,205)	1.9881	None
ZNF267	NFKBIE	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF267	ODC1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF267	PLLP	0.26885	50.06	0.06	rgb(218,205,206)	1.9881	None
ZNF267	SERTAD1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF267	SERTAD3	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF267	SQSTM1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF267	TIMP1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF267	TRIM8	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF267	UBALD2	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF276	DYNC1I1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF276	EGR1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF276	SHROOM2	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF276	TACSTD2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	2,2
ZNF280A	AACS	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF280A	ACSL1	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF280A	CDCP1	0.26885	50.06	0.062	rgb(218,205,205)	1.9881	None
ZNF280A	PLCE1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	2,2
ZNF280A	VWF	0.26885	50.06	0.059	rgb(218,206,206)	1.9881	None
ZNF296	BASP1	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
ZNF296	CTH	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	None
ZNF296	FMN1	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF296	GALNT18	0.26885	50.06	0.056	rgb(218,206,207)	1.9881	None
ZNF296	GLIPR2	0.26885	50.06	0.064	rgb(218,205,205)	1.9881	None
ZNF296	PCDH9	0.26885	50.06	0.057	rgb(218,206,206)	1.9881	None
ZNF296	PEAK1	0.26885	50.06	0.061	rgb(218,205,206)	1.9881	None
ZNF296	SLC39A4	0.26885	50.06	0.056	rgb(218,206,206)	1.9881	None
ZNF316	C16orf89	0.26885	50.06	0.06	rgb(218,206,206)	1.9881	2,2
ZNF316	CDC42EP3	0.26885	50.06	0.061	rgb(218,205,205)	1.9881	None
ZNF316	CYR61	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	2,2
ZNF316	GADD45A	0.26885	50.06	0.058	rgb(218,206,206)	1.9881	None
